INDEX,HATE_SPEECH,COUNTER_NARRATIVE,TARGET,VERSION
2155,We have become too tolerant to the Muslim invasion. They have taken over our countries and are now trying to conquer Europe.,"The idea of a Muslim invasion is a construct. People with different races, religions and beliefs may have different origins but are free to live and move in the world as they wish.",other,V4
1680,We don't have to be slaves of other countries: we must stop accepting black people in our country.,"Of course we don't, and this is why we have a free and sovereign nation. But that doesn't mean that every single man, woman, and child who is black shouldn't be part of a free nation.",other,V3
2790,Arab people are a menace to our society and bring injustice and violence into our world.,I think the Arab community is more than capable of coming together and creating a more just and peaceful world.,other,V5
631,Some races are inferior and do not deserve Lord's love.,"All are born under sin, have sinned, and fall short of the glory of God. (Romans 3:23)",other,V1
121,"Makes me fucking laugh, why shouldn't whites be supreme in a mostly white country? How come nobody is moaning about black supremacy in black countries like Somalia? or Mexican supremacy? Or Indian supremacy? Only we put up with this fucking bullshit.",Do we really need supremacy? Can't we all live peacefully since we are all created equal in the eyes of God?,other,V1
1498,"Islam is a cancer spread by migrants, and the French Government is to blame.","Not all migrants are Muslims. Only the 30% of the total immigrants in France come from North Africa. Moreover, how can you say this about a religion?",other,V2
1261,Our children will be more likely to become radicalised if they are taught that all people are equal.,To live in a diverse and equal society encourages children into increased inclusiveness rather than radicalisation.,other,V2
1811,We are different: slant eyes denote stupid people.,"Even you own, perhaps limited, experience of others must have taught you that what you are saying is utter nonsense?",other,V3
632,"Some races are poor because they are inferior, also in the eye of the Lord.",Humans are all equally made in God’s image. (Genesis 1:26-28),other,V1
729,The real problem is that fat people do not want to change.,"The narrative of 'you can choose not to be obese' is much, much more hurtful to the obese than it is helpful.",other,V1
540,Gypsies are dirty,Hygienic services are often lacking and the communities themselves remain isolated.,other,V1
93,Maybe the UN could talk to those asian and african nations responsible for 90%+ of the pollution in the oceans' instead of insisting on this bullshit about climate change.,Everyone coming together to help climate change will inevitably make a change.,other,V1
2309,All Chinese are bad for the English language because they do not want to learn it.,Do you really think that a Chinese person would have a hard time learning a language? And how do you know they don't want to?,other,V4
3468,Gypsies are way less civilized than any other ethnicity.,I'm not sure where you are getting the idea that gypsies are not civilized. What do you mean?,other,V6_sbf
2462,I don't care about numbers. Feminist statistics are bullshit. The real percentages prove that black women are welfare queens.,"Statistics are a tool to demystify falsehoods that have been used to silence women and to marginalise people of colour. Feminism is all about equality and rights, not a preference for one sex over the other.",other,V4
469,Gypsies do not send children to school,"Acrtually it is the opposite: Gypsies wish for a better future for their children and when a child brings home good marks, families are very proud.",other,V1
1676,We shouldn't welcome Muslims. They are most likely to perpetrate terrorist attacks in Europe.,Muslims have been and continue to be a part of Europe for centuries. They have given so much to our society and culture. They have enriched our lives and we should not be afraid of them.,other,V3
